
<<< setup

 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 838 variables, 1,184 constraints
 ! Presolve      : 349 extractables eliminated
 ! TimeLimit            = 30
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.03s (0.03s extraction + 0.01s propagation)
 !  . Log search space  : 243.2 (before), 243.2 (after)
 !  . Memory usage      : 4.1 MB (before), 4.1 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0        640                 -
 + New bound is 0
 ! Using temporal relaxation.
 *             4      213  0.18s        1      (gap is 100.0%)
 ! Using failure-directed search.
               4      675          6    1         1 >= vUsed(5)
 + New bound is 1 (gap is 75.00%)
               4      875          6    1         1 >= vUsed(6)
 + New bound is 2 (gap is 50.00%)
               4    1,151        436    1   F         !presenceOf(itvJ2V#71#5)
 + New bound is 3 (gap is 25.00%)
               4   34,498        277    1   F         !presenceOf(itvJ2V#73#1)
 + New bound is 4 (gap is 0.00%)
 ! ----------------------------------------------------------------------------
 ! Search completed, 1 solution found.
 ! Best objective         : 4 (optimal - effective tol. is 0)
 ! Best bound             : 4
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 262,893
 ! Number of fails        : 153,713
 ! Total memory usage     : 69.5 MB (69.1 MB CP Optimizer + 0.4 MB Concert)
 ! Time spent in solve    : 5.38s (5.35s engine + 0.03s extraction)
 ! Search speed (br. / s) : 49,148.1
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
 *             5      790  11.91s       1      (gap is 100.0%)
 ! Using failure-directed search.
               5    1,069        499    1         1 >= vUsed(9)
 + New bound is 2 (gap is 60.00%)
               5    5,530        120    1   F         !presenceOf(itvJ2V#74#8)
 + New bound is 4 (gap is 20.00%)
 ! ----------------------------------------------------------------------------
 ! Search terminated by limit, 3 solutions found.
 ! Best objective         : 5 (gap is 20.00%)
 ! Best bound             : 4
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 534,516
 ! Number of fails        : 265,407
 ! Total memory usage     : 435.4 MB (202.9 MB CP Optimizer + 232.4 MB Concert)
 ! Time spent in solve    : 121.43s (120.91s engine + 0.53s extraction)
 ! Search speed (br. / s) : 4,421.1
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	mission	1	0	115
9	mission	1	115	367
5	mission	1	367	619
1	mission	1	619	871
5	mission	1	871	1123
4	mission	1	1123	1375
9	mission	1	1375	1440
2	mission	2	0	112
11	mission	2	112	376
6	mission	2	376	640
12	mission	2	640	904
9	mission	2	904	1168
7	mission	2	1168	1432
3	mission	3	0	87
8	mission	3	87	355
10	mission	3	355	623
2	mission	3	623	891
10	mission	3	891	1159
1	mission	3	1159	1427
4	mission	4	0	28
10	mission	4	28	278
2	mission	4	278	528
9	mission	4	528	778
7	mission	4	778	1028
12	mission	4	1028	1278
10	mission	4	1278	1440
5	mission	5	0	224
3	mission	5	224	518
11	mission	5	518	812
8	mission	5	812	1106
2	mission	5	1106	1400
6	mission	5	1400	1440
6	mission	6	0	153
4	mission	6	153	403
8	mission	6	403	653
3	mission	6	653	903
6	mission	6	903	1153
3	mission	6	1153	1403
5	mission	6	1403	1440
7	mission	7	0	124
12	mission	7	124	378
7	mission	7	378	632
4	mission	7	632	886
11	mission	7	886	1140
8	mission	7	1140	1394
12	mission	7	1394	1440
1	charge	0	139	144
9	charge	0	391	396
5	charge	0	643	648
1	charge	0	895	900
5	charge	0	1147	1152
4	charge	0	1399	1404
2	charge	0	130	135
11	charge	0	394	399
6	charge	0	658	663
12	charge	0	922	927
9	charge	0	1186	1191
3	charge	0	103	108
8	charge	0	371	376
10	charge	0	639	644
2	charge	0	907	912
10	charge	0	1175	1180
4	charge	0	53	58
10	charge	0	303	308
2	charge	0	553	558
9	charge	0	803	808
7	charge	0	1053	1058
12	charge	0	1303	1308
5	charge	0	227	232
3	charge	0	521	526
11	charge	0	815	820
8	charge	0	1109	1114
2	charge	0	1403	1408
6	charge	0	178	183
4	charge	0	428	433
8	charge	0	678	683
3	charge	0	928	933
6	charge	0	1178	1183
3	charge	0	1428	1433
7	charge	0	147	152
12	charge	0	401	406
7	charge	0	655	660
4	charge	0	909	914
11	charge	0	1163	1168
8	charge	0	1417	1422
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 299 variables, 1,657 constraints
 ! Presolve      : 463,089 extractables eliminated
 ! TimeLimit            = 120
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.09s (0.09s extraction + 0.00s propagation)
 !  . Log search space  : 226.1 (before), 226.1 (after)
 !  . Memory usage      : 109.6 MB (before), 109.6 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0        299                 -
 + New bound is 50,000
 *        51,085      289  0.42s        1      (gap is 2.12%)
 *        51,027      495  0.42s        1      (gap is 2.01%)
 *        50,994      831  0.42s        1      (gap is 1.95%)
 *        50,991      946  0.42s        1      (gap is 1.94%)
 *        50,980      993  0.43s        1      (gap is 1.92%)
 *        50,857    1,510  0.43s        1      (gap is 1.69%)
 *        50,833    2,083  0.43s        1      (gap is 1.64%)
 *        50,776    2,006  0.43s        7      (gap is 1.53%)
 *        50,771    2,397  0.44s       12      (gap is 1.52%)
 *        50,770    2,635  0.44s       12      (gap is 1.52%)
 *        50,751    3,454  0.91s        1      (gap is 1.48%)
 *        50,741    3,496  0.92s        1      (gap is 1.46%)
 *        50,723    8,560  0.92s        1      (gap is 1.43%)
 *        50,697    9,132  0.93s        1      (gap is 1.37%)
 *        50,691   10,395  0.93s        1      (gap is 1.36%)
 *        50,674   13,815  0.94s        1      (gap is 1.33%)
 *        50,664   14,035  0.94s        1      (gap is 1.31%)
 *        50,647   11,631  0.94s        2      (gap is 1.28%)
 *        50,644   14,145  0.94s        2      (gap is 1.27%)
 ! Time = 0.94s, Average fail depth = 12, Memory usage = 152.4 MB
 ! Current bound is 50,000 (gap is 1.27%)
 !          Best Branches  Non-fixed    W       Branch decision
 *        50,629    6,975  0.95s        5      (gap is 1.24%)
 *        50,593    8,132  0.95s        5      (gap is 1.17%)
 *        50,579   10,009  0.95s        5      (gap is 1.14%)
 *        50,576   10,563  0.95s        5      (gap is 1.14%)
 *        50,539   10,848  0.96s        5      (gap is 1.07%)
 *        50,533   11,900  0.96s        5      (gap is 1.05%)
 *        50,523   12,232  0.96s        5      (gap is 1.04%)
 *        50,522   16,855  1.07s       10      (gap is 1.03%)
 *        50,511   18,816  1.14s        5      (gap is 1.01%)
 *        50,472   19,330  1.15s       12      (gap is 0.94%)
 *        50,462   32,244  1.57s        3      (gap is 0.92%)
 *        50,452   33,781  1.64s        3      (gap is 0.90%)
 *        50,451   50,923  2.11s        2      (gap is 0.89%)
 *        50,436     559k  21.77s      15      (gap is 0.86%)
 ! ----------------------------------------------------------------------------
 ! Search terminated by limit, 33 solutions found.
 ! Best objective         : 50,436 (gap is 0.86%)
 ! Best bound             : 50,000
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 44,321,950
 ! Number of fails        : 20,946,428
 ! Total memory usage     : 389.1 MB (156.8 MB CP Optimizer + 232.3 MB Concert)
 ! Time spent in solve    : 120.03s (119.95s engine + 0.09s extraction)
 ! Search speed (br. / s) : 369,534.4
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	charge	1	139	144
1	charge	1	391	396
1	charge	1	643	648
1	charge	1	895	900
1	charge	1	1147	1152
1	charge	1	1399	1404
1	charge	2	1186	1191
1	charge	3	103	108
1	charge	7	1163	1168
1	charge	7	1417	1422
1	start	0	0	0
1	return	0	1445	1445
2	charge	6	178	183
2	charge	6	428	433
2	charge	6	678	683
2	charge	6	928	933
2	charge	6	1178	1183
2	charge	6	1428	1433
2	start	0	0	0
2	return	0	1458	1458
3	charge	2	130	135
3	charge	2	394	399
3	charge	3	639	644
3	charge	3	907	912
3	charge	3	1175	1180
3	charge	5	521	526
3	charge	5	815	820
3	charge	5	1403	1408
3	charge	7	147	152
3	return	0	1411	1411
3	start	0	0	0
4	charge	2	922	927
4	charge	3	371	376
4	charge	5	227	232
4	charge	5	1109	1114
4	charge	7	401	406
4	charge	7	655	660
4	charge	7	909	914
4	return	0	1117	1117
4	start	0	0	0
5	charge	2	658	663
5	charge	4	53	58
5	charge	4	303	308
5	charge	4	553	558
5	charge	4	803	808
5	charge	4	1053	1058
5	charge	4	1303	1308
5	start	0	0	0
5	return	0	1333	1333
Version identifier: 20.1.0.0 | 2020-11-10 | 9bedb6d68
CPXPARAM_TimeLimit                               120
CPXPARAM_MIP_Tolerances_AbsMIPGap                0.050000000000000003
CPXPARAM_MIP_Tolerances_MIPGap                   0.050000000000000003
Tried aggregator 1 time.
MIP Presolve eliminated 10941 rows and 6055 columns.
MIP Presolve modified 2156 coefficients.
Reduced MIP has 1425 rows, 5999 columns, and 19061 nonzeros.
Reduced MIP has 5985 binaries, 14 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.45 sec. (17.36 ticks)
Probing fixed 87 vars, tightened 0 bounds.
Probing time = 0.97 sec. (43.51 ticks)
Cover probing fixed 0 vars, tightened 22 bounds.
Tried aggregator 1 time.
Detecting symmetries...
MIP Presolve eliminated 123 rows and 87 columns.
MIP Presolve modified 1548 coefficients.
Reduced MIP has 1302 rows, 5912 columns, and 18693 nonzeros.
Reduced MIP has 5898 binaries, 14 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.22 sec. (14.56 ticks)
Probing time = 0.63 sec. (6.64 ticks)
Clique table members: 12556.
MIP emphasis: balance optimality and feasibility.
MIP search method: dynamic search.
Parallel mode: deterministic, using up to 16 threads.
Root relaxation solution time = 0.98 sec. (86.29 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap

      0     0    50436.0000   115                  50436.0000     1468         
*     0+    0                        50436.0000    50436.0000             0.00%
      0     0        cutoff          50436.0000    50436.0000     1468    0.00%
Elapsed time = 5.61 sec. (340.72 ticks, tree = 0.01 MB, solutions = 1)

Root node processing (before b&c):
  Real time             =    5.78 sec. (341.16 ticks)
Parallel b&c, 16 threads:
  Real time             =    0.00 sec. (0.00 ticks)
  Sync time (average)   =    0.00 sec.
  Wait time (average)   =    0.00 sec.
                          ------------
Total (root+branch&cut) =    5.78 sec. (341.16 ticks)
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 1,620 variables, 2,290 constraints
 ! Presolve      : 463,770 extractables eliminated
 ! TimeLimit            = 120
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.60s (0.60s extraction + 0.00s propagation)
 !  . Log search space  : 302.4 (before), 302.4 (after)
 !  . Memory usage      : 109.6 MB (before), 109.6 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0      1,156                 -
 + New bound is 0
 ! Using temporal relaxation.
 *             8      249  14.21s       1      (gap is 100.0%)
 *             7      718  14.22s       1      (gap is 100.0%)
 *             6    1,032  14.23s       1      (gap is 100.0%)
 *             5    1,312  14.24s       1      (gap is 100.0%)
 ! Using failure-directed search.
               5    1,797          6    1         1 >= vUsed(10)
 + New bound is 2 (gap is 60.00%)
 *             3    1,635  26.78s       2      (gap is 33.33%)
               3    6,741          4    1   F         !presenceOf(itvJ2V#25#7)
 + New bound is 3 (gap is 0.00%)
 ! ----------------------------------------------------------------------------
 ! Search completed, 5 solutions found.
 ! Best objective         : 3 (optimal - effective tol. is 0)
 ! Best bound             : 3
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 54,194
 ! Number of fails        : 22,108
 ! Total memory usage     : 455.0 MB (222.1 MB CP Optimizer + 232.9 MB Concert)
 ! Time spent in solve    : 35.86s (35.26s engine + 0.60s extraction)
 ! Search speed (br. / s) : 1,537.2
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	mission	1	0	267
2	mission	1	267	521
8	mission	1	521	775
11	mission	1	775	1029
6	mission	1	1029	1283
2	mission	1	1283	1440
2	mission	2	0	208
3	mission	2	208	482
4	mission	2	482	756
10	mission	2	756	1030
3	mission	2	1030	1304
5	mission	2	1304	1440
3	mission	3	0	147
8	mission	3	147	419
11	mission	3	419	691
1	mission	3	691	963
9	mission	3	963	1235
10	mission	3	1235	1440
4	mission	4	0	57
10	mission	4	57	299
7	mission	4	299	541
9	mission	4	541	783
7	mission	4	783	1025
1	mission	4	1025	1267
4	mission	4	1267	1440
5	mission	5	0	138
4	mission	5	138	420
10	mission	5	420	702
6	mission	5	702	984
5	mission	5	984	1266
9	mission	5	1266	1440
6	mission	6	0	132
9	mission	6	132	398
6	mission	6	398	664
5	mission	6	664	930
2	mission	6	930	1196
8	mission	6	1196	1440
7	mission	7	0	246
5	mission	7	246	540
3	mission	7	540	834
8	mission	7	834	1128
11	mission	7	1128	1422
1	mission	7	1422	1440
8	mission	8	0	64
11	mission	8	64	322
1	mission	8	322	580
2	mission	8	580	838
4	mission	8	838	1096
7	mission	8	1096	1354
3	mission	8	1354	1440
1	charge	0	290	295
2	charge	0	544	549
8	charge	0	798	803
11	charge	0	1052	1057
6	charge	0	1306	1311
2	charge	0	221	226
3	charge	0	495	500
4	charge	0	769	774
10	charge	0	1043	1048
3	charge	0	1317	1322
3	charge	0	161	166
8	charge	0	433	438
11	charge	0	705	710
1	charge	0	977	982
9	charge	0	1249	1254
4	charge	0	86	91
10	charge	0	328	333
7	charge	0	570	575
9	charge	0	812	817
7	charge	0	1054	1059
1	charge	0	1296	1301
5	charge	0	147	152
4	charge	0	429	434
10	charge	0	711	716
6	charge	0	993	998
5	charge	0	1275	1280
6	charge	0	149	154
9	charge	0	415	420
6	charge	0	681	686
5	charge	0	947	952
2	charge	0	1213	1218
7	charge	0	249	254
5	charge	0	543	548
3	charge	0	837	842
8	charge	0	1131	1136
11	charge	0	1425	1430
8	charge	0	85	90
11	charge	0	343	348
1	charge	0	601	606
2	charge	0	859	864
4	charge	0	1117	1122
7	charge	0	1375	1380
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 195 variables, 1,022 constraints
 ! Presolve      : 463,770 extractables eliminated
 ! TimeLimit            = 120
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.08s (0.08s extraction + 0.00s propagation)
 !  . Log search space  : 143.1 (before), 143.1 (after)
 !  . Memory usage      : 109.5 MB (before), 109.5 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0        195                 -
 + New bound is 30,000
 *        31,018      163  0.38s        1      (gap is 3.28%)
 *        30,953      357  0.38s        1      (gap is 3.08%)
 *        30,925      708  0.39s        1      (gap is 2.99%)
 *        30,924      999  0.39s        1      (gap is 2.99%)
 *        30,905    1,095  0.39s        1      (gap is 2.93%)
 *        30,898    1,817  0.39s        1      (gap is 2.91%)
 *        30,887    1,931  0.39s        1      (gap is 2.87%)
 *        30,874    1,653  0.39s        2      (gap is 2.83%)
 *        30,831    2,001  0.40s        2      (gap is 2.70%)
 *        30,823    2,107  0.40s        2      (gap is 2.67%)
 *        30,776    1,060  0.40s        3      (gap is 2.52%)
 *        30,731    1,216  0.40s        3      (gap is 2.38%)
 *        30,712    1,638  0.41s        3      (gap is 2.32%)
 *        30,692    1,724  0.41s        3      (gap is 2.25%)
 *        30,668    2,284  0.41s        3      (gap is 2.18%)
 *        30,652    2,467  0.41s        8      (gap is 2.13%)
 *        30,627    7,497  0.85s        2      (gap is 2.05%)
 *        30,622    7,721  0.85s        2      (gap is 2.03%)
 *        30,593    8,496  0.85s        2      (gap is 1.94%)
 ! Time = 0.85s, Average fail depth = 12, Memory usage = 138.5 MB
 ! Current bound is 30,000 (gap is 1.94%)
 !          Best Branches  Non-fixed    W       Branch decision
 *        30,584    9,063  0.86s        2      (gap is 1.91%)
 *        30,579    7,990  0.96s       14      (gap is 1.89%)
 *        30,574   24,643  1.52s       13      (gap is 1.88%)
 ! ----------------------------------------------------------------------------
 ! Search terminated by limit, 22 solutions found.
 ! Best objective         : 30,574 (gap is 1.88%)
 ! Best bound             : 30,000
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 41,945,556
 ! Number of fails        : 19,806,700
 ! Total memory usage     : 375.2 MB (142.4 MB CP Optimizer + 232.8 MB Concert)
 ! Time spent in solve    : 120.07s (120.00s engine + 0.08s extraction)
 ! Search speed (br. / s) : 349,555.0
